
2.100000, -0.176626
2.200000, -0.209941
2.300000, -0.247336
2.400000, -0.289020
2.500000, -0.335192
2.600000, -0.386028
2.700000, -0.441691
2.800000, -0.502318
2.900000, -0.568029
3.000000, -0.638918
3.100000, -0.715058
3.200000, -0.796496
3.300000, -0.883255
3.400000, -0.975333
3.500000, -1.072704
3.600000, -1.175317
3.700000, -1.283100
3.800000, -1.395956
3.900000, -1.513768
4.000000, -1.636402
4.100000, -1.763704
4.200000, -1.895509
4.300000, -2.031636
4.400000, -2.171902
4.500000, -2.316115
4.600000, -2.464086
4.700000, -2.615631
4.800000, -2.770578
4.900000, -2.928773
5.000000, -3.090088
5.100000, -3.254428
5.200000, -3.421744
5.300000, -3.592042
5.400000, -3.765395
5.500000, -3.941960
5.600000, -4.121992
5.700000, -4.305866
5.800000, -4.494094
5.900000, -4.687354
6.000000, -4.886518
6.100000, -5.092680
6.200000, -5.307199
6.300000, -5.531735
6.400000, -5.768301
6.500000, -6.019317
6.600000, -6.287670
6.700000, -6.576785
6.800000, -6.890705
6.900000, -7.234184
7.000000, -7.612783
7.100000, -8.032991
7.200000, -8.502351
7.300000, -9.029609
7.400000, -9.624875
7.500000, -10.299809
7.600000, -11.067829
7.700000, -11.944334
7.800000, -12.946971
7.900000, -14.095912
8.000000, -15.414180
8.100000, -16.927997
8.200000, -18.667183
8.300000, -20.665583
8.400000, -22.961555
8.500000, -25.598498
8.600000, -28.625438
8.700000, -32.097671
8.800000, -36.077479
8.900000, -40.634900
9.000000, -45.848593
9.100000, -51.806766
9.200000, -58.608207
9.300000, -66.363405
9.400000, -75.195766
9.500000, -85.242959
9.600000, -96.658358
9.700000, -109.612630
9.800000, -124.295455
9.900000, -140.917389
10.000000, -159.711888
